author,title,link,year
George Runger,Allocating shoppers and orders for fulfillment by an online concierge system to account for variable numbers of shoppers across different time windows,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=aCXwyCsAAAAJ&citation_for_view=aCXwyCsAAAAJ:kNdYIx-mwKoC,2023
George Runger,Package ‘rrf’,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=aCXwyCsAAAAJ&citation_for_view=aCXwyCsAAAAJ:4TOpqqG69KYC,2022
George Runger,Determining estimated delivery time of items obtained from a warehouse for users of an online concierge system to reduce probabilities of delivery after the estimated delivery time,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=aCXwyCsAAAAJ&citation_for_view=aCXwyCsAAAAJ:ULOm3_A8WrAC,2023
George Runger,Allocating shoppers for order fulfillment by an online concierge system accounting for variable numbers of shoppers across different time windows and varying capabilities for …,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=aCXwyCsAAAAJ&citation_for_view=aCXwyCsAAAAJ:Zph67rFs4hoC,2023
George Runger,Learning Markov blankets for continuous or discrete networks via feature selection,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=aCXwyCsAAAAJ&citation_for_view=aCXwyCsAAAAJ:9yKSN-GCB0IC,2011
Geunyeong Byeon,Unit commitment with gas network awareness,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=4lZWU_8AAAAJ&citation_for_view=4lZWU_8AAAAJ:d1gkVwhDpl0C,2019
Geunyeong Byeon,Communication-constrained expansion planning for resilient distribution systems,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=4lZWU_8AAAAJ&citation_for_view=4lZWU_8AAAAJ:u-x6o8ySG0sC,2020
Geunyeong Byeon,Benders subproblem decomposition for bilevel problems with convex follower,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=4lZWU_8AAAAJ&citation_for_view=4lZWU_8AAAAJ:UeHWp8X0CEIC,2022
Geunyeong Byeon,A method to directly derive taste heterogeneity of travellers’ route choice in public transport from observed routes,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=4lZWU_8AAAAJ&citation_for_view=4lZWU_8AAAAJ:u5HHmVD_uO8C,2017
Geunyeong Byeon,Distributionally robust decentralized volt-var control with network reconfiguration,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=4lZWU_8AAAAJ&citation_for_view=4lZWU_8AAAAJ:Tyk-4Ss8FVUC,2024
Geunyeong Byeon,Two-stage distributionally robust conic linear programming over 1-Wasserstein balls,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=4lZWU_8AAAAJ&citation_for_view=4lZWU_8AAAAJ:IjCSPb-OGe4C,2025
Geunyeong Byeon,Linearized optimal power flow for multiphase radial networks with delta connections,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=4lZWU_8AAAAJ&citation_for_view=4lZWU_8AAAAJ:zYLM7Y9cAGgC,2024
Geunyeong Byeon,A GPU-accelerated distributed algorithm for optimal power flow in distribution systems,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=4lZWU_8AAAAJ&citation_for_view=4lZWU_8AAAAJ:WF5omc3nYNoC,2025
Geunyeong Byeon,Firm: Federated image reconstruction using multimodal tomographic data,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=4lZWU_8AAAAJ&citation_for_view=4lZWU_8AAAAJ:eQOLeE2rZwMC,2025
Geunyeong Byeon,Comparative Analysis of Two-Stage Distributionally Robust Optimization over 1-Wasserstein and 2-Wasserstein Balls,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=4lZWU_8AAAAJ&citation_for_view=4lZWU_8AAAAJ:YsMSGLbcyi4C,2025
Geunyeong Byeon,Delay constrained communication network design for pmu to multiple control center data transfer,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=4lZWU_8AAAAJ&citation_for_view=4lZWU_8AAAAJ:W7OEmFMy1HYC,2023
Geunyeong Byeon,Disjunctive Benders Decomposition,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=4lZWU_8AAAAJ&citation_for_view=4lZWU_8AAAAJ:ufrVoPGSRksC,2025
Geunyeong Byeon,Large-Scale Optimization for Interdependent Infrastructure Systems,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=4lZWU_8AAAAJ&citation_for_view=4lZWU_8AAAAJ:qjMakFHDy7sC,2020
Geunyeong Byeon,Equilibria for nonatomic routing games with heterogeneous players,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=4lZWU_8AAAAJ&citation_for_view=4lZWU_8AAAAJ:2osOgNQ5qMEC,2016
Giulia Pedrielli,Ten questions concerning occupant health in buildings during normal operations and extreme events including the COVID-19 pandemic,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=_2SYr5MAAAAJ&citation_for_view=_2SYr5MAAAAJ:D03iK_w7-QYC,2021
Giulia Pedrielli,Occupant health in buildings: Impact of the COVID-19 pandemic on the opinions of building professionals and implications on research,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=_2SYr5MAAAAJ&citation_for_view=_2SYr5MAAAAJ:xtRiw3GOFMkC,2022
Giulia Pedrielli,Enhancement of supply chain resilience through inter-echelon information sharing,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=_2SYr5MAAAAJ&citation_for_view=_2SYr5MAAAAJ:qxL8FJ1GzNcC,2017
Giulia Pedrielli,Virtual factory data model,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=_2SYr5MAAAAJ&citation_for_view=_2SYr5MAAAAJ:bEWYMUwI8FkC,2012
Giulia Pedrielli,Validation of digital twins: challenges and opportunities,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=_2SYr5MAAAAJ&citation_for_view=_2SYr5MAAAAJ:5ugPr518TE4C,2022
Giulia Pedrielli,Arch-comp 2020 category report: Falsification,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=_2SYr5MAAAAJ&citation_for_view=_2SYr5MAAAAJ:dfsIfKJdRG4C,2020
Giulia Pedrielli,Psy-taliro: A python toolbox for search-based test generation for cyber-physical systems,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=_2SYr5MAAAAJ&citation_for_view=_2SYr5MAAAAJ:bFI3QPDXJZMC,2021
Giulia Pedrielli,ARCH-COMP 2019 Category Report: Falsification.,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=_2SYr5MAAAAJ&citation_for_view=_2SYr5MAAAAJ:RYcK_YlVTxYC,2019
Giulia Pedrielli,Stochastic optimization with adaptive restart: A framework for integrated local and global learning,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=_2SYr5MAAAAJ&citation_for_view=_2SYr5MAAAAJ:fPk4N6BV_jEC,2021
Giulia Pedrielli,Integrated virtual platform for manufacturing systems design,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=_2SYr5MAAAAJ&citation_for_view=_2SYr5MAAAAJ:hqOjcs7Dif8C,2013
Giulia Pedrielli,Falsification of cyber-physical systems with robustness uncertainty quantification through stochastic optimization with adaptive restart,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=_2SYr5MAAAAJ&citation_for_view=_2SYr5MAAAAJ:70eg2SAEIzsC,2019
Giulia Pedrielli,ARCH-COMP 2021 Category Report: Falsification with Validation of Results.,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=_2SYr5MAAAAJ&citation_for_view=_2SYr5MAAAAJ:UxriW0iASnsC,2021
Giulia Pedrielli,A real time simulation optimization framework for vessel collision avoidance and the case of singapore strait,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=_2SYr5MAAAAJ&citation_for_view=_2SYr5MAAAAJ:35N4QoGY0k4C,2019
Giulia Pedrielli,A framework for real-time monitoring of energy efficiency of marine vessels,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=_2SYr5MAAAAJ&citation_for_view=_2SYr5MAAAAJ:iH-uZ7U-co4C,2018
Giulia Pedrielli,The object-oriented discrete event simulation modeling: a case study on aircraft spare part management,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=_2SYr5MAAAAJ&citation_for_view=_2SYr5MAAAAJ:YOwf2qJgpHMC,2015
Giulia Pedrielli,Design and control of manufacturing systems: a discrete event optimisation methodology,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=_2SYr5MAAAAJ&citation_for_view=_2SYr5MAAAAJ:r0BpntZqJG4C,2018
Giulia Pedrielli,Integrated simulation–optimisation of pull control systems,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=_2SYr5MAAAAJ&citation_for_view=_2SYr5MAAAAJ:kNdYIx-mwKoC,2015
Giulia Pedrielli,Hybrid order picking strategies for fashion E-commerce warehouse systems,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=_2SYr5MAAAAJ&citation_for_view=_2SYr5MAAAAJ:-f6ydRqryjwC,2016
Giulia Pedrielli,Online validation of simulation-based digital twins exploiting time series analysis,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=_2SYr5MAAAAJ&citation_for_view=_2SYr5MAAAAJ:1qzjygNMrQYC,2022
Giulia Pedrielli,Optimal computing budget allocation to select the nondominated systems—A large deviations perspective,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=_2SYr5MAAAAJ&citation_for_view=_2SYr5MAAAAJ:TFP_iSt0sucC,2017
Guoliang Xue,Smart Grid—the new and improved power grid: a survey,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9gBvN78AAAAJ&citation_for_view=9gBvN78AAAAJ:AvfA0Oy_GE0C,2012
Guoliang Xue,Crowdsourcing to smartphones: incentive mechanism design for mobile phone sensing,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9gBvN78AAAAJ&citation_for_view=9gBvN78AAAAJ:86PQX7AUzd4C,2012
Guoliang Xue,Interference-aware topology control and QoS routing in multi-channel wireless mesh networks,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9gBvN78AAAAJ&citation_for_view=9gBvN78AAAAJ:u5HHmVD_uO8C,2005
Guoliang Xue,A survey of multimedia streaming in wireless sensor networks,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9gBvN78AAAAJ&citation_for_view=9gBvN78AAAAJ:9yKSN-GCB0IC,2008
Guoliang Xue,Relay node placement in wireless sensor networks,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9gBvN78AAAAJ&citation_for_view=9gBvN78AAAAJ:UeHWp8X0CEIC,2007
Guoliang Xue,TPS: A time-based positioning scheme for outdoor wireless sensor networks,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9gBvN78AAAAJ&citation_for_view=9gBvN78AAAAJ:d1gkVwhDpl0C,2004
Guoliang Xue,Incentive mechanisms for crowdsensing: Crowdsourcing with smartphones,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9gBvN78AAAAJ&citation_for_view=9gBvN78AAAAJ:1taIhTC69MYC,2016
Guoliang Xue,Spatiotemporal modeling and prediction in cellular networks: a big data enabled deep learning approach,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9gBvN78AAAAJ&citation_for_view=9gBvN78AAAAJ:lVu93_cgYy4C,2017
Guoliang Xue,Steiner tree problem with minimum number of Steiner points and bounded edge-length,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9gBvN78AAAAJ&citation_for_view=9gBvN78AAAAJ:2osOgNQ5qMEC,1999
Guoliang Xue,Aggregation tree construction in sensor networks,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9gBvN78AAAAJ&citation_for_view=9gBvN78AAAAJ:qjMakFHDy7sC,2003
Guoliang Xue,Unobservable re-authentication for smartphones,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9gBvN78AAAAJ&citation_for_view=9gBvN78AAAAJ:BJbdYPG6LGMC,2013
Guoliang Xue,PACP: an efficient pseudonymous authentication-based conditional privacy protocol for VANETs,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9gBvN78AAAAJ&citation_for_view=9gBvN78AAAAJ:_B80troHkn4C,2011
Guoliang Xue,Approximations for Steiner trees with minimum number of Steiner points,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9gBvN78AAAAJ&citation_for_view=9gBvN78AAAAJ:w0F2JDEymm0C,2001
Guoliang Xue,Coping with a smart jammer in wireless networks: a Stackelberg game approach,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9gBvN78AAAAJ&citation_for_view=9gBvN78AAAAJ:gKiMpY-AVTkC,2013
Guoliang Xue,"Sensing as a service: challenges, solutions and future directions",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9gBvN78AAAAJ&citation_for_view=9gBvN78AAAAJ:HeT0ZceujKMC,2013
Guoliang Xue,Fault-tolerant relay node placement in wireless sensor networks: problems and algorithms,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9gBvN78AAAAJ&citation_for_view=9gBvN78AAAAJ:ufrVoPGSRksC,2007
Guoliang Xue,Constrained relay node placement in wireless sensor networks: formulation and approximations,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9gBvN78AAAAJ&citation_for_view=9gBvN78AAAAJ:OR75R8vi5nAC,2010
Guoliang Xue,Fault-tolerant relay node placement in wireless sensor networks: formulation and approximation,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9gBvN78AAAAJ&citation_for_view=9gBvN78AAAAJ:Tyk-4Ss8FVUC,2004
Guoliang Xue,Truthful incentive mechanisms for crowdsourcing,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9gBvN78AAAAJ&citation_for_view=9gBvN78AAAAJ:owLR8QvbtFgC,2015
Guoliang Xue,The Minpack-2 Test Problem Collection,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=9gBvN78AAAAJ&citation_for_view=9gBvN78AAAAJ:u-x6o8ySG0sC,1992
Hao Yan,DNA-templated self-assembly of protein arrays and highly conductive nanowires,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=arJVgNsAAAAJ&citation_for_view=arJVgNsAAAAJ:u5HHmVD_uO8C,2009
Hao Yan,Challenges and opportunities for structural DNA nanotechnology,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=arJVgNsAAAAJ&citation_for_view=arJVgNsAAAAJ:-f6ydRqryjwC,2011
Hao Yan,A DNA nanorobot functions as a cancer therapeutic in response to a molecular trigger in vivo,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=arJVgNsAAAAJ&citation_for_view=arJVgNsAAAAJ:4QKQTXcH0q8C,2018
Hao Yan,DNA origami with complex curvatures in three-dimensional space,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=arJVgNsAAAAJ&citation_for_view=arJVgNsAAAAJ:4TOpqqG69KYC,2011
Hao Yan,DNA origami: scaffolds for creating higher order structures,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=arJVgNsAAAAJ&citation_for_view=arJVgNsAAAAJ:eFf2swCANGcC,2017
Hao Yan,Molecular robots guided by prescriptive landscapes,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=arJVgNsAAAAJ&citation_for_view=arJVgNsAAAAJ:eQOLeE2rZwMC,2010
Hao Yan,A robust DNA mechanical device controlled by hybridization topology,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=arJVgNsAAAAJ&citation_for_view=arJVgNsAAAAJ:d1gkVwhDpl0C,2002
Hao Yan,"Construction, analysis, ligation, and self-assembly of DNA triple crossover complexes",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=arJVgNsAAAAJ&citation_for_view=arJVgNsAAAAJ:9yKSN-GCB0IC,2000
Hao Yan,DNA origami as a carrier for circumvention of drug resistance,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=arJVgNsAAAAJ&citation_for_view=arJVgNsAAAAJ:fQNAKQ3IYiAC,2012
Hao Yan,Control of self-assembly of DNA tubules through integration of gold nanoparticles,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=arJVgNsAAAAJ&citation_for_view=arJVgNsAAAAJ:qjMakFHDy7sC,2009
Hao Yan,Interenzyme substrate diffusion for an enzyme cascade organized on spatially addressable DNA nanostructures,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=arJVgNsAAAAJ&citation_for_view=arJVgNsAAAAJ:a0OBvERweLwC,2012
Hao Yan,DNA origami,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=arJVgNsAAAAJ&citation_for_view=arJVgNsAAAAJ:ufKn5pxu7C0C,2021
Hao Yan,Designer nanoscale DNA assemblies programmed from the top down,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=arJVgNsAAAAJ&citation_for_view=arJVgNsAAAAJ:hefNtdE4IMkC,2016
Hao Yan,Structural DNA nanotechnology: state of the art and future perspective,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=arJVgNsAAAAJ&citation_for_view=arJVgNsAAAAJ:6VlyvFCUEfcC,2014
Hao Yan,Gold nanoparticle self-similar chain structure organized by DNA origami,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=arJVgNsAAAAJ&citation_for_view=arJVgNsAAAAJ:kNdYIx-mwKoC,2010
Hao Yan,A unidirectional DNA walker that moves autonomously along a track,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=arJVgNsAAAAJ&citation_for_view=arJVgNsAAAAJ:zYLM7Y9cAGgC,2004
Hao Yan,Self-assembled DNA nanostructures for distance-dependent multivalent ligand–protein binding,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=arJVgNsAAAAJ&citation_for_view=arJVgNsAAAAJ:roLk4NBRz8UC,2008
Hao Yan,Self-assembled water-soluble nucleic acid probe tiles for label-free RNA hybridization assays,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=arJVgNsAAAAJ&citation_for_view=arJVgNsAAAAJ:WF5omc3nYNoC,2008
Hao Yan,A DNA nanostructure-based biomolecular probe carrier platform for electrochemical biosensing,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=arJVgNsAAAAJ&citation_for_view=arJVgNsAAAAJ:M3NEmzRMIkIC,2010
Hao Yan,Single‐particle tracking and modulation of cell entry pathways of a tetrahedral DNA nanostructure in live cells,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=arJVgNsAAAAJ&citation_for_view=arJVgNsAAAAJ:x21FZCSn4ZoC,2014
Hasan Davulcu,Logic based modeling and analysis of workflows,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=P9IivpwAAAAJ&citation_for_view=P9IivpwAAAAJ:u5HHmVD_uO8C,1998
Hasan Davulcu,Reward driven online system utilizing user-generated tags as a bridge to suggested links,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=P9IivpwAAAAJ&citation_for_view=P9IivpwAAAAJ:eQOLeE2rZwMC,2007
Hasan Davulcu,Graph attention auto-encoders,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=P9IivpwAAAAJ&citation_for_view=P9IivpwAAAAJ:35r97b3x0nAC,2019
Hasan Davulcu,Orthogonal rank-one matrix pursuit for low rank matrix completion,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=P9IivpwAAAAJ&citation_for_view=P9IivpwAAAAJ:b0M2c_1WBrUC,2015
Hasan Davulcu,Modeling and analysis of interactions in virtual enterprises,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=P9IivpwAAAAJ&citation_for_view=P9IivpwAAAAJ:d1gkVwhDpl0C,1999
Hasan Davulcu,Ontominer: Bootstrapping and populating ontologies from domain-specific web sites,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=P9IivpwAAAAJ&citation_for_view=P9IivpwAAAAJ:f2IySw72cVMC,2003
Hasan Davulcu,A layered architecture for querying dynamic web content,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=P9IivpwAAAAJ&citation_for_view=P9IivpwAAAAJ:u-x6o8ySG0sC,1999
Hasan Davulcu,Scalable data extraction techniques for transforming electronic documents into queriable archives,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=P9IivpwAAAAJ&citation_for_view=P9IivpwAAAAJ:UebtZRa9Y70C,2005
Hasan Davulcu,Hidden: hierarchical dense subgraph detection with application to financial fraud detection,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=P9IivpwAAAAJ&citation_for_view=P9IivpwAAAAJ:eMMeJKvmdy0C,2017
Hasan Davulcu,CTR-S: a logic for specifying contracts in semantic web services,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=P9IivpwAAAAJ&citation_for_view=P9IivpwAAAAJ:9yKSN-GCB0IC,2004
Hasan Davulcu,Methods for determining the similarity of content and structuring unstructured content from heterogeneous sources,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=P9IivpwAAAAJ&citation_for_view=P9IivpwAAAAJ:7PzlFSSx8tAC,2009
Hasan Davulcu,A local algorithm for structure-preserving graph cut,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=P9IivpwAAAAJ&citation_for_view=P9IivpwAAAAJ:PELIpwtuRlgC,2017
Hasan Davulcu,Community detection in political twitter networks using nonnegative matrix factorization methods,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=P9IivpwAAAAJ&citation_for_view=P9IivpwAAAAJ:fQNAKQ3IYiAC,2016
Hasan Davulcu,Intex: A syntactic role driven protein-protein interaction extractor for bio-medical text,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=P9IivpwAAAAJ&citation_for_view=P9IivpwAAAAJ:2osOgNQ5qMEC,2005
Hasan Davulcu,A dynamic modularity based community detection algorithm for large-scale networks: DSLM,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=P9IivpwAAAAJ&citation_for_view=P9IivpwAAAAJ:dshw04ExmUIC,2015
Hasan Davulcu,Logic-based approaches to workflow modeling and verification,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=P9IivpwAAAAJ&citation_for_view=P9IivpwAAAAJ:qjMakFHDy7sC,2003
Hasan Davulcu,Directional prediction of stock prices using breaking news on twitter,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=P9IivpwAAAAJ&citation_for_view=P9IivpwAAAAJ:08ZZubdj9fEC,2015
Hasan Davulcu,Exploring evolving media discourse through event cueing,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=P9IivpwAAAAJ&citation_for_view=P9IivpwAAAAJ:SP6oXDckpogC,2015
Hasan Davulcu,Muvir: Multi-view rare category detection.,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=P9IivpwAAAAJ&citation_for_view=P9IivpwAAAAJ:KxtntwgDAa4C,2015
Hasan Davulcu,Term ranking for clustering Web search results.,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=P9IivpwAAAAJ&citation_for_view=P9IivpwAAAAJ:W7OEmFMy1HYC,2007
Hessam Sarjoughian,Guide to modeling and simulation of systems of systems,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=2gggOEIAAAAJ&citation_for_view=2gggOEIAAAAJ:UHK10RUVsp4C,2013
Hessam Sarjoughian,DEVSJAVA: Basis for a DEVS-based collaborative M&S environment,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=2gggOEIAAAAJ&citation_for_view=2gggOEIAAAAJ:d1gkVwhDpl0C,1998
Hessam Sarjoughian,Implementation of the DEVS Formalism over the HLA/RTI: Problems and Solutions,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=2gggOEIAAAAJ&citation_for_view=2gggOEIAAAAJ:u5HHmVD_uO8C,1999
Hessam Sarjoughian,Introduction to devs modeling and simulation with java: Developing component-based simulation models,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=2gggOEIAAAAJ&citation_for_view=2gggOEIAAAAJ:2osOgNQ5qMEC,2003
Hessam Sarjoughian,A layered modeling and simulation architecture for agent-based system development,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=2gggOEIAAAAJ&citation_for_view=2gggOEIAAAAJ:u-x6o8ySG0sC,2002
Hessam Sarjoughian,Looking for the future in the past: long-term change in socioecological systems,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=2gggOEIAAAAJ&citation_for_view=2gggOEIAAAAJ:VOx2b1Wkg3QC,2012
Hessam Sarjoughian,DEVS-suite: a simulator supporting visual experimentation design and behavior monitoring.,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=2gggOEIAAAAJ&citation_for_view=2gggOEIAAAAJ:BqipwSGYUEgC,2009
Hessam Sarjoughian,Model composability,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=2gggOEIAAAAJ&citation_for_view=2gggOEIAAAAJ:ufrVoPGSRksC,2006
Hessam Sarjoughian,Discrete event modeling and simulation technologies: a tapestry of systems and AI-based theories and methodologies,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=2gggOEIAAAAJ&citation_for_view=2gggOEIAAAAJ:qjMakFHDy7sC,2001
Hessam Sarjoughian,Devs and hla: Complementary paradigms for modeling & simulation?,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=2gggOEIAAAAJ&citation_for_view=2gggOEIAAAAJ:9yKSN-GCB0IC,2000
Hessam Sarjoughian,A bibliometric analysis of food-energy-water nexus literature,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=2gggOEIAAAAJ&citation_for_view=2gggOEIAAAAJ:9c2xU6iGI7YC,2020
Hessam Sarjoughian,Exploiting HLA and DEVS to promote interoperability and reuse in Lockheed's corporate environment,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=2gggOEIAAAAJ&citation_for_view=2gggOEIAAAAJ:UeHWp8X0CEIC,1999
Hessam Sarjoughian,Toward development of adaptive service-based software systems,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=2gggOEIAAAAJ&citation_for_view=2gggOEIAAAAJ:LjlpjdlvIbIC,2009
Hessam Sarjoughian,"CoSMoS: a visual environment for component-based modeling, experimental design, and simulation",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=2gggOEIAAAAJ&citation_for_view=2gggOEIAAAAJ:mVmsd5A6BfQC,2009
Hessam Sarjoughian,Experimental socioecology: Integrative science for anthropocene landscape dynamics,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=2gggOEIAAAAJ&citation_for_view=2gggOEIAAAAJ:t7zJ5fGR-2UC,2016
Hessam Sarjoughian,A simulation framework for service-oriented computing systems,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=2gggOEIAAAAJ&citation_for_view=2gggOEIAAAAJ:WF5omc3nYNoC,2008
Hessam Sarjoughian,Hybrid discrete event simulation with model predictive control for semiconductor supply-chain manufacturing,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=2gggOEIAAAAJ&citation_for_view=2gggOEIAAAAJ:Y0pCki6q_DkC,2005
Hessam Sarjoughian,Introduction to devs modeling and simulation with java: A simplified approach to hla-compliant distributed simulations,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=2gggOEIAAAAJ&citation_for_view=2gggOEIAAAAJ:Tyk-4Ss8FVUC,2000
Hessam Sarjoughian,Analyzing emergency evacuation strategies for mass gatherings using crowd simulation and analysis framework: Hajj scenario,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=2gggOEIAAAAJ&citation_for_view=2gggOEIAAAAJ:S16KYo8Pm5AC,2017
Hessam Sarjoughian,SimSaaS: simulation software-as-a-service,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=2gggOEIAAAAJ&citation_for_view=2gggOEIAAAAJ:SP6oXDckpogC,2011
Huan Liu,Feature selection for classification,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Dzf46C8AAAAJ&citation_for_view=Dzf46C8AAAAJ:u5HHmVD_uO8C,1997
Huan Liu,Fake news detection on social media: A data mining perspective,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Dzf46C8AAAAJ&citation_for_view=Dzf46C8AAAAJ:xlqdyEAzORMC,2017
Huan Liu,Feature selection: A data perspective,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Dzf46C8AAAAJ&citation_for_view=Dzf46C8AAAAJ:H08txkXQ-cAC,2017
Huan Liu,Cross-validation,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Dzf46C8AAAAJ&citation_for_view=Dzf46C8AAAAJ:XvxMoLDsR5gC,2009
